Product,Sale Date,Quantity Sold,Sale Price (USD),Total Sale (USD)
Keyboard,2024-01-21,2,151.74,303.49
Keyboard,2023-11-27,20,101.66,2033.3
Monitor,2022-01-30,17,361.92,6152.71
Camera,2022-02-03,3,753.34,2260.03
Camera,2022-03-22,14,466.8,6535.13
Monitor,2023-02-12,1,397.92,397.92
Printer,2022-12-22,7,322.8,2259.58
Headphones,2022-03-11,7,280.57,1963.96
Printer,2022-04-27,15,242.76,3641.44
Laptop,2023-10-01,15,811.01,12165.19
Tablet,2024-01-03,9,644.84,5803.53
Tablet,2022-10-19,13,460.42,5985.52
Printer,2023-11-15,14,333.09,4663.27
Tablet,2022-07-03,12,672.98,8075.77
Headphones,2023-06-19,6,227.95,1367.71
Camera,2022-12-19,14,913.07,12782.97
Printer,2022-06-17,19,261.72,4972.64
Printer,2022-07-18,1,331.15,331.15
Camera,2022-09-09,20,1151.44,23028.71
Smartphone,2023-01-25,17,331.63,5637.75
Camera,2023-12-11,11,321.82,3540.04
Monitor,2022-10-19,3,344.25,1032.76
Printer,2022-12-23,9,127.67,1149.0
Smartwatch,2024-01-23,16,177.7,2843.17
Smartphone,2024-01-12,2,481.27,962.53
Mouse,2022-09-23,9,38.41,345.72
Smartphone,2023-05-21,19,809.64,15383.11
Printer,2022-04-18,19,382.86,7274.34
Tablet,2023-04-26,1,673.68,673.68
Keyboard,2023-12-19,18,153.79,2768.27
Keyboard,2023-08-18,8,114.93,919.42
Smartwatch,2023-03-11,7,218.88,1532.14
Keyboard,2023-10-06,15,172.63,2589.5
Camera,2023-04-03,4,680.99,2723.97
Printer,2023-06-07,13,305.69,3973.97
Keyboard,2023-07-30,8,196.59,1572.71
Keyboard,2022-12-29,1,175.29,175.29
Mouse,2023-04-18,14,29.15,408.04
Keyboard,2022-10-25,6,126.47,758.84
Laptop,2023-12-13,10,696.51,6965.09
Smartphone,2022-03-16,16,521.64,8346.32
Monitor,2022-09-07,3,168.76,506.29
Laptop,2022-06-29,4,608.79,2435.18
Camera,2022-02-26,7,1065.21,7456.48
Keyboard,2023-05-23,13,50.44,655.66
Keyboard,2023-01-22,4,186.14,744.57
Camera,2023-12-16,8,599.62,4796.93
Smartphone,2022-01-30,2,673.78,1347.56
Monitor,2023-05-19,19,443.33,8423.36
Headphones,2022-03-27,20,237.49,4749.77
Tablet,2023-08-17,14,424.23,5939.25
Smartwatch,2022-09-12,11,150.91,1660.05
Keyboard,2023-06-22,15,99.12,1486.83
Headphones,2024-02-11,14,291.75,4084.48
Tablet,2022-12-24,15,393.31,5899.59
Tablet,2022-10-15,2,537.45,1074.9
Smartphone,2023-01-11,19,357.59,6794.28
Camera,2023-11-30,5,928.46,4642.31
Smartwatch,2022-05-29,12,146.85,1762.22
Smartwatch,2023-11-07,12,101.96,1223.56
Printer,2022-07-14,15,327.05,4905.73
Laptop,2024-01-30,20,811.52,16230.31
Smartphone,2022-09-13,20,473.03,9460.63
Keyboard,2022-03-25,7,77.73,544.08
Headphones,2023-12-03,2,241.17,482.35
Mouse,2022-06-09,8,89.38,715.07
Monitor,2022-01-03,4,246.31,985.22
Tablet,2023-02-04,17,304.45,5175.65
Smartwatch,2023-03-22,5,286.95,1434.76
Smartphone,2022-06-10,2,336.19,672.38
Smartphone,2022-04-27,6,930.2,5581.21
Printer,2022-09-15,20,283.95,5678.94
Tablet,2022-05-05,4,309.58,1238.31
Headphones,2023-07-08,11,200.45,2204.99
Mouse,2022-11-16,9,81.58,734.24
Laptop,2023-07-11,8,1303.88,10431.05
Tablet,2022-02-04,7,280.0,1959.98
Mouse,2024-01-11,3,29.01,87.03
Tablet,2022-12-06,7,342.82,2399.76
Camera,2022-10-17,5,1373.31,6866.56
Headphones,2022-02-05,14,129.87,1818.23
Printer,2023-06-17,14,396.26,5547.67
Smartphone,2023-12-06,19,478.35,9088.63
Smartphone,2023-02-22,8,753.47,6027.78
Tablet,2023-06-13,14,564.03,7896.4
Tablet,2023-07-07,17,692.46,11771.9
Laptop,2022-05-26,4,1287.36,5149.45
Tablet,2023-06-07,7,716.03,5012.24
Laptop,2023-09-03,6,1154.03,6924.16
Smartphone,2022-03-27,3,959.49,2878.46
Smartwatch,2023-08-11,4,257.66,1030.66
Keyboard,2022-02-23,11,168.05,1848.53
Smartwatch,2023-12-30,15,114.19,1712.87
Laptop,2023-05-21,14,991.33,13878.64
Headphones,2023-07-08,4,74.41,297.65
Camera,2022-07-21,17,1478.07,25127.15
Camera,2024-01-28,16,1147.29,18356.6
Smartphone,2023-01-19,18,450.3,8105.42
Laptop,2022-06-04,12,1275.7,15308.4
Mouse,2023-05-16,7,67.05,469.37
Monitor,2022-10-23,5,337.08,1685.42
Smartwatch,2023-05-15,17,331.34,5632.85
Mouse,2022-03-09,12,61.22,734.63
Headphones,2023-03-30,16,77.24,1235.9
Headphones,2022-02-20,13,229.15,2978.93
Mouse,2022-02-09,18,76.65,1379.62
Tablet,2023-12-06,4,579.0,2316.0
Smartphone,2022-06-23,14,729.3,10210.19
Mouse,2022-08-01,15,46.33,695.01
Laptop,2022-08-27,15,998.37,14975.51
Tablet,2023-07-17,16,718.56,11496.88
Monitor,2023-07-18,16,283.73,4539.75
Smartwatch,2023-02-03,1,344.25,344.25
Tablet,2023-09-20,15,737.86,11067.87
Keyboard,2023-07-03,7,138.66,970.64
Headphones,2023-05-23,14,66.94,937.15
Smartwatch,2023-08-08,4,289.83,1159.33
Mouse,2022-04-15,19,29.23,555.43
Smartphone,2023-02-10,14,311.85,4365.91
Laptop,2022-05-14,14,1420.99,19893.86
Smartphone,2023-06-13,7,859.65,6017.55
Keyboard,2022-11-29,14,59.24,829.41
Headphones,2023-07-21,15,81.8,1227.05
Smartwatch,2022-03-17,6,154.45,926.68
Mouse,2023-03-24,18,16.66,299.92
Keyboard,2023-12-16,11,141.12,1552.29
Mouse,2022-11-10,4,56.24,224.96
Headphones,2022-08-28,13,93.57,1216.41
Camera,2023-01-07,18,1482.63,26687.31
Smartwatch,2022-03-17,12,151.12,1813.41
Tablet,2023-03-28,5,691.29,3456.47
Headphones,2023-11-19,14,185.41,2595.76
Keyboard,2022-09-12,3,113.68,341.05
Smartphone,2023-04-04,20,517.87,10357.49
Smartphone,2023-04-19,7,899.69,6297.83
Smartwatch,2023-05-15,1,142.52,142.52
Headphones,2022-02-08,9,54.01,486.07
Printer,2023-09-16,3,125.99,377.98
Smartphone,2023-10-18,1,822.39,822.39
Laptop,2023-01-12,10,1161.78,11617.78
Smartwatch,2023-03-31,19,335.74,6379.1
Tablet,2023-06-29,4,271.69,1086.77
Smartwatch,2023-07-03,18,212.46,3824.26
Monitor,2023-08-27,12,217.0,2603.99
Headphones,2024-01-30,14,168.54,2359.57
Camera,2023-12-24,20,1461.97,29239.37
Smartwatch,2022-04-29,11,116.01,1276.1
Smartphone,2022-04-11,16,437.58,7001.32
Printer,2023-07-23,16,353.52,5656.3
Camera,2023-08-12,15,309.4,4640.99
Laptop,2023-10-29,18,1343.13,24176.38
Keyboard,2022-12-27,17,39.14,665.38
Headphones,2023-01-18,13,85.25,1108.31
Mouse,2022-09-07,13,87.1,1132.3
Camera,2022-06-06,14,446.22,6247.05
Mouse,2022-09-18,18,53.88,969.93
Camera,2022-12-12,12,1300.23,15602.74
Smartwatch,2024-01-31,2,340.89,681.79
Camera,2022-06-11,6,962.7,5776.22
Mouse,2022-05-31,16,48.6,777.62
Mouse,2022-05-10,13,79.41,1032.38
Printer,2022-10-09,1,230.04,230.04
Camera,2023-09-18,16,658.44,10535.11
Smartphone,2022-08-01,20,920.27,18405.44
Mouse,2022-09-13,12,39.33,471.97
Headphones,2023-04-19,14,136.26,1907.61
Printer,2023-02-18,19,113.75,2161.24
Mouse,2023-01-25,8,98.61,788.92
Monitor,2022-04-03,19,338.51,6431.75
Laptop,2023-06-18,17,1362.14,23156.43
Smartwatch,2023-08-24,20,201.63,4032.51
Laptop,2023-12-01,11,957.13,10528.41
Camera,2022-02-13,19,1443.13,27419.46
Smartphone,2022-02-13,6,949.19,5695.11
Smartwatch,2022-01-26,8,111.85,894.78
Laptop,2022-10-13,9,998.98,8990.79
Tablet,2023-01-02,17,360.47,6128.05
Tablet,2022-03-10,7,238.74,1671.15
Smartphone,2022-02-12,2,703.41,1406.82
Laptop,2023-12-08,9,1249.55,11245.98
Smartphone,2023-01-28,12,337.18,4046.16
Camera,2023-05-03,6,848.97,5093.82
Smartphone,2022-06-23,20,668.06,13361.29
Tablet,2023-09-04,2,443.12,886.24
Headphones,2023-05-11,15,225.24,3378.62
Camera,2023-03-23,8,994.36,7954.92
